user_id,signup_date,city,device_type,channel,age_bucket
U020928,2024-02-23,Chennai,android,email,18-24
U020929,2024-03-02,Pune,ios,email,18-24
U020930,2024-04-15,Mumbai,ios,organic,25-34
U020931,2024-06-03,Mumbai,android,referral,18-24
U020932,2024-06-06,Bangalore,web,social,18-24
U020933,2024-05-22,Bangalore,ios,organic,18-24
U020934,2024-04-27,Delhi,android,email,35-44
U020935,2024-06-07,Bangalore,ios,referral,18-24
U020936,2024-03-31,Delhi,android,paid_google,18-24
U020937,2024-01-05,Chennai,android,referral,25-34
U020938,2024-06-08,Jaipur,android,referral,18-24
U020939,2024-06-11,Mumbai,android,organic,25-34
U020940,2024-05-14,Bangalore,ios,referral,45+
U020941,2024-02-17,Pune,android,referral,25-34
U020942,2024-02-02,Mumbai,ios,organic,25-34
U020943,2024-01-17,Delhi,ios,organic,18-24
U020944,2024-01-16,Chennai,android,paid_google,18-24
U020945,2024-03-09,Hyderabad,android,organic,45+
U020946,2024-01-13,Bangalore,web,organic,25-34
U020947,2024-02-01,Kolkata,android,paid_google,25-34
U020948,2024-04-10,Kolkata,android,organic,25-34
U020949,2024-03-05,Pune,android,email,35-44
U020950,2024-05-15,Mumbai,web,paid_google,25-34
U020951,2024-02-01,Mumbai,android,paid_google,25-34
U020952,2024-05-22,Pune,ios,referral,18-24
U020953,2024-05-15,Hyderabad,ios,paid_google,25-34
U020954,2024-01-02,Mumbai,web,organic,18-24
U020955,2024-03-07,Mumbai,android,organic,18-24
U020956,2024-06-09,Pune,ios,organic,45+
U020957,2024-03-07,Delhi,android,paid_google,18-24
U020958,2024-06-13,Kolkata,android,referral,18-24
U020959,2024-02-15,Hyderabad,android,referral,25-34
U020960,2024-05-20,Chennai,ios,referral,18-24
U020961,2024-05-01,Mumbai,android,organic,18-24
U020962,2024-05-07,Bangalore,ios,organic,25-34
U020963,2024-03-04,Chennai,ios,organic,25-34
U020964,2024-05-12,Bangalore,android,social,35-44
U020965,2024-02-19,Bangalore,ios,social,25-34
U020966,2024-04-06,Bangalore,android,referral,35-44
U020967,2024-02-18,Delhi,ios,social,35-44
U020968,2024-05-15,Pune,android,organic,35-44
U020969,2024-06-14,Pune,web,referral,25-34
U020970,2024-01-17,Mumbai,ios,social,25-34
U020971,2024-04-12,Pune,web,paid_google,25-34
U020972,2024-03-09,Chennai,ios,paid_google,35-44
U020973,2024-03-03,Bangalore,ios,referral,25-34
U020974,2024-02-09,Mumbai,android,referral,25-34
U020975,2024-06-21,Mumbai,ios,referral,18-24
U020976,2024-01-17,Bangalore,android,email,18-24
U020977,2024-02-06,Mumbai,ios,email,25-34
U020978,2024-06-27,Bangalore,web,referral,18-24
U020979,2024-04-12,Delhi,android,email,18-24
U020980,2024-06-07,Hyderabad,ios,email,18-24
U020981,2024-06-22,Hyderabad,ios,organic,25-34
U020982,2024-03-16,Jaipur,android,referral,45+
U020983,2024-02-13,Delhi,android,paid_google,18-24
U020984,2024-05-13,Delhi,android,social,45+
U020985,2024-05-26,Bangalore,android,paid_google,18-24
U020986,2024-06-14,Delhi,ios,organic,25-34
U020987,2024-06-20,Hyderabad,ios,email,18-24
U020988,2024-06-19,Delhi,ios,organic,45+
U020989,2024-03-19,Bangalore,ios,referral,25-34
U020990,2024-04-14,Hyderabad,android,organic,35-44
U020991,2024-03-17,Bangalore,web,paid_google,45+
U020992,2024-02-10,Mumbai,ios,paid_google,25-34
U020993,2024-01-06,Chennai,web,social,35-44
U020994,2024-03-03,Pune,android,referral,18-24
U020995,2024-04-17,Mumbai,android,referral,35-44
U020996,2024-02-03,Chennai,ios,organic,25-34
U020997,2024-04-04,Mumbai,ios,paid_google,18-24
U020998,2024-05-15,Bangalore,ios,referral,35-44
U020999,2024-04-20,Mumbai,android,paid_google,45+
U021000,2024-02-24,Hyderabad,android,social,25-34
U021001,2024-01-27,Delhi,android,email,18-24
U021002,2024-03-20,Bangalore,ios,paid_google,18-24
U021003,2024-03-05,Jaipur,android,organic,18-24
U021004,2024-01-22,Chennai,android,organic,25-34
U021005,2024-04-28,Pune,android,email,25-34
U021006,2024-01-11,Bangalore,android,social,25-34
U021007,2024-04-09,Delhi,ios,referral,18-24
U021008,2024-03-15,Mumbai,ios,paid_google,18-24
U021009,2024-06-10,Delhi,android,paid_google,25-34
U021010,2024-04-09,Bangalore,ios,referral,35-44
U021011,2024-02-10,Hyderabad,android,referral,25-34
U021012,2024-03-31,Bangalore,ios,referral,45+
U021013,2024-04-05,Bangalore,android,referral,18-24
U021014,2024-03-15,Mumbai,android,paid_google,25-34
U021015,2024-01-11,Delhi,android,organic,45+
U021016,2024-02-17,Bangalore,android,email,25-34
U021017,2024-04-13,Bangalore,android,organic,18-24
U021018,2024-02-28,Jaipur,ios,social,18-24
U021019,2024-06-21,Mumbai,ios,organic,18-24
U021020,2024-04-04,Hyderabad,ios,email,25-34
U021021,2024-03-28,Pune,ios,paid_google,25-34
U021022,2024-05-19,Mumbai,android,paid_google,25-34
U021023,2024-06-23,Kolkata,android,email,25-34
U021024,2024-02-17,Mumbai,ios,paid_google,25-34
U021025,2024-03-16,Jaipur,android,paid_google,25-34
U021026,2024-02-19,Delhi,android,social,25-34
U021027,2024-01-06,Hyderabad,android,referral,18-24
U021028,2024-06-20,Chennai,ios,social,18-24
U021029,2024-01-22,Mumbai,ios,paid_google,25-34
U021030,2024-04-30,Delhi,android,organic,25-34
U021031,2024-04-06,Delhi,ios,paid_google,25-34
U021032,2024-03-19,Delhi,android,referral,18-24
U021033,2024-04-15,Bangalore,android,organic,45+
U021034,2024-03-12,Pune,web,referral,25-34
U021035,2024-03-15,Delhi,android,organic,18-24
U021036,2024-05-11,Delhi,android,email,35-44
U021037,2024-05-27,Delhi,ios,paid_google,35-44
U021038,2024-05-15,Mumbai,web,organic,25-34
U021039,2024-05-09,Kolkata,ios,organic,18-24
U021040,2024-01-06,Mumbai,android,referral,18-24
U021041,2024-02-27,Bangalore,android,referral,35-44
U021042,2024-01-28,Delhi,web,paid_google,25-34
U021043,2024-04-04,Delhi,ios,referral,18-24
U021044,2024-03-02,Delhi,android,organic,25-34
U021045,2024-05-22,Delhi,ios,organic,18-24
U021046,2024-06-27,Delhi,web,organic,25-34
U021047,2024-05-08,Chennai,android,social,18-24
U021048,2024-05-12,Bangalore,ios,organic,25-34
U021049,2024-02-15,Bangalore,android,referral,25-34
U021050,2024-03-11,Mumbai,android,referral,35-44
U021051,2024-03-25,Delhi,ios,paid_google,45+
U021052,2024-02-04,Delhi,ios,organic,35-44
U021053,2024-04-29,Delhi,android,referral,18-24
U021054,2024-06-05,Delhi,ios,paid_google,25-34
U021055,2024-06-27,Pune,android,referral,45+
U021056,2024-01-16,Delhi,ios,paid_google,25-34
U021057,2024-06-21,Mumbai,ios,referral,18-24
U021058,2024-06-25,Bangalore,android,organic,45+
U021059,2024-03-28,Bangalore,android,organic,35-44
U021060,2024-01-10,Hyderabad,ios,organic,18-24
U021061,2024-03-15,Delhi,ios,social,25-34
U021062,2024-06-24,Bangalore,ios,paid_google,18-24
U021063,2024-06-12,Chennai,ios,email,18-24
U021064,2024-01-15,Mumbai,android,social,25-34
U021065,2024-03-15,Jaipur,android,referral,25-34
U021066,2024-03-02,Bangalore,android,organic,18-24
U021067,2024-02-22,Hyderabad,ios,organic,25-34
U021068,2024-02-25,Bangalore,android,paid_google,25-34
U021069,2024-02-23,Pune,web,social,18-24
U021070,2024-03-31,Bangalore,android,social,18-24
U021071,2024-02-19,Kolkata,ios,referral,25-34
U021072,2024-05-14,Mumbai,ios,paid_google,25-34
U021073,2024-03-06,Pune,android,paid_google,35-44
U021074,2024-05-30,Hyderabad,ios,referral,18-24
U021075,2024-03-21,Chennai,web,paid_google,35-44
U021076,2024-06-30,Delhi,android,social,25-34
U021077,2024-02-01,Mumbai,ios,organic,18-24
U021078,2024-04-11,Pune,ios,referral,45+
U021079,2024-02-26,Mumbai,ios,organic,18-24
U021080,2024-02-06,Hyderabad,android,referral,25-34
U021081,2024-01-27,Jaipur,ios,organic,18-24
U021082,2024-01-24,Delhi,android,social,25-34
U021083,2024-01-25,Mumbai,android,paid_google,18-24
U021084,2024-06-02,Delhi,android,referral,45+
U021085,2024-04-26,Delhi,android,paid_google,18-24
U021086,2024-05-14,Hyderabad,android,paid_google,25-34
U021087,2024-04-29,Delhi,ios,referral,18-24
U021088,2024-02-01,Bangalore,android,paid_google,18-24
U021089,2024-05-19,Jaipur,ios,organic,25-34
U021090,2024-01-13,Mumbai,android,referral,25-34
U021091,2024-06-04,Pune,android,organic,25-34
U021092,2024-02-20,Mumbai,android,social,25-34
U021093,2024-03-02,Mumbai,android,referral,18-24
U021094,2024-05-31,Mumbai,android,organic,45+
U021095,2024-01-24,Delhi,android,paid_google,18-24
U021096,2024-06-10,Hyderabad,web,paid_google,25-34
U021097,2024-06-22,Bangalore,ios,organic,25-34
U021098,2024-02-20,Hyderabad,android,organic,18-24
U021099,2024-05-06,Mumbai,android,paid_google,18-24
U021100,2024-02-25,Hyderabad,android,referral,25-34
U021101,2024-02-04,Delhi,android,social,35-44
U021102,2024-04-13,Hyderabad,web,paid_google,18-24
U021103,2024-06-13,Delhi,ios,paid_google,45+
U021104,2024-03-23,Mumbai,ios,paid_google,25-34
U021105,2024-02-27,Hyderabad,ios,referral,18-24
U021106,2024-01-11,Pune,android,organic,18-24
U021107,2024-04-14,Chennai,android,organic,25-34
U021108,2024-01-09,Bangalore,android,organic,25-34
U021109,2024-01-20,Pune,android,referral,25-34
U021110,2024-01-22,Bangalore,ios,paid_google,18-24
U021111,2024-06-05,Bangalore,ios,organic,18-24
U021112,2024-05-09,Chennai,ios,social,18-24
U021113,2024-05-07,Pune,android,referral,25-34
U021114,2024-03-24,Hyderabad,android,social,25-34
U021115,2024-04-09,Kolkata,android,paid_google,18-24
U021116,2024-01-25,Mumbai,android,referral,18-24
U021117,2024-04-28,Kolkata,ios,referral,25-34
U021118,2024-05-08,Mumbai,android,email,25-34
U021119,2024-04-14,Bangalore,android,organic,18-24
U021120,2024-05-21,Chennai,ios,email,18-24
U021121,2024-05-14,Chennai,ios,organic,25-34
U021122,2024-01-03,Mumbai,android,paid_google,35-44
U021123,2024-01-03,Jaipur,ios,organic,25-34
U021124,2024-02-17,Delhi,android,social,25-34
U021125,2024-02-23,Delhi,android,organic,25-34
U021126,2024-01-07,Pune,android,referral,35-44
U021127,2024-01-08,Chennai,web,paid_google,18-24
U021128,2024-05-30,Hyderabad,ios,social,18-24
U021129,2024-01-28,Pune,android,organic,35-44
U021130,2024-03-26,Delhi,web,paid_google,25-34
U021131,2024-04-16,Delhi,android,organic,25-34
U021132,2024-01-29,Jaipur,android,organic,25-34
U021133,2024-05-20,Hyderabad,android,paid_google,25-34
U021134,2024-02-02,Kolkata,android,organic,25-34
U021135,2024-06-01,Kolkata,web,paid_google,45+
U021136,2024-05-14,Hyderabad,android,organic,25-34
U021137,2024-01-04,Hyderabad,ios,email,25-34
U021138,2024-03-03,Mumbai,web,social,18-24
U021139,2024-06-25,Delhi,ios,organic,35-44
U021140,2024-04-06,Hyderabad,android,social,35-44
U021141,2024-03-26,Chennai,android,social,25-34
U021142,2024-04-30,Bangalore,android,organic,18-24
U021143,2024-06-12,Delhi,web,paid_google,25-34
U021144,2024-06-28,Delhi,ios,organic,25-34
U021145,2024-05-07,Delhi,ios,organic,18-24
U021146,2024-03-08,Hyderabad,android,referral,18-24
U021147,2024-03-13,Bangalore,ios,paid_google,25-34
U021148,2024-06-01,Bangalore,ios,referral,25-34
U021149,2024-01-31,Bangalore,ios,organic,25-34
U021150,2024-04-16,Mumbai,android,paid_google,18-24
U021151,2024-01-01,Chennai,android,organic,25-34
U021152,2024-06-07,Mumbai,ios,paid_google,35-44
U021153,2024-06-23,Hyderabad,android,paid_google,35-44
U021154,2024-02-24,Mumbai,android,email,35-44
U021155,2024-04-10,Delhi,ios,organic,25-34
U021156,2024-04-04,Mumbai,ios,organic,25-34
U021157,2024-06-05,Jaipur,android,referral,35-44
U021158,2024-03-29,Delhi,android,referral,35-44
U021159,2024-02-04,Delhi,ios,referral,25-34
U021160,2024-01-15,Mumbai,ios,social,25-34
U021161,2024-01-20,Pune,ios,referral,25-34
U021162,2024-03-20,Mumbai,ios,email,35-44
U021163,2024-06-03,Mumbai,web,referral,25-34
U021164,2024-01-19,Mumbai,ios,organic,18-24
U021165,2024-02-01,Jaipur,android,referral,35-44
U021166,2024-05-14,Jaipur,android,social,18-24
U021167,2024-06-12,Bangalore,ios,social,18-24
U021168,2024-05-27,Chennai,android,organic,25-34
U021169,2024-03-14,Mumbai,ios,paid_google,35-44
U021170,2024-01-28,Mumbai,android,organic,18-24
U021171,2024-05-18,Hyderabad,android,social,35-44
U021172,2024-03-15,Mumbai,android,organic,18-24
U021173,2024-02-27,Mumbai,android,paid_google,35-44
U021174,2024-02-29,Kolkata,ios,organic,25-34
U021175,2024-04-11,Mumbai,android,referral,25-34
U021176,2024-05-15,Delhi,ios,organic,18-24
U021177,2024-05-02,Chennai,android,social,35-44
U021178,2024-03-28,Mumbai,android,paid_google,18-24
U021179,2024-01-07,Bangalore,ios,paid_google,25-34
U021180,2024-05-30,Delhi,ios,paid_google,25-34
U021181,2024-02-05,Delhi,android,paid_google,25-34
U021182,2024-04-14,Bangalore,android,paid_google,18-24
U021183,2024-02-19,Mumbai,ios,email,25-34
U021184,2024-02-13,Bangalore,ios,paid_google,18-24
U021185,2024-02-10,Jaipur,ios,organic,25-34
U021186,2024-02-25,Mumbai,ios,paid_google,25-34
U021187,2024-06-04,Hyderabad,android,referral,35-44
U021188,2024-06-03,Delhi,android,referral,25-34
U021189,2024-05-09,Pune,web,social,18-24
U021190,2024-02-07,Chennai,web,paid_google,25-34
U021191,2024-01-19,Bangalore,android,social,25-34
U021192,2024-03-02,Delhi,android,referral,35-44
U021193,2024-04-25,Bangalore,ios,paid_google,18-24
U021194,2024-03-11,Mumbai,ios,social,35-44
U021195,2024-03-26,Jaipur,android,organic,25-34
U021196,2024-03-27,Bangalore,web,organic,25-34
U021197,2024-04-17,Bangalore,ios,paid_google,35-44
U021198,2024-01-20,Delhi,ios,referral,25-34
U021199,2024-01-24,Mumbai,ios,organic,25-34
U021200,2024-03-06,Hyderabad,android,email,25-34
U021201,2024-01-10,Bangalore,android,email,35-44
U021202,2024-06-27,Mumbai,android,paid_google,18-24
U021203,2024-03-16,Mumbai,web,social,18-24
U021204,2024-02-03,Delhi,android,social,25-34
U021205,2024-05-13,Delhi,ios,paid_google,18-24
U021206,2024-05-17,Jaipur,ios,paid_google,18-24
U021207,2024-04-14,Chennai,android,organic,25-34
U021208,2024-01-11,Kolkata,android,paid_google,25-34
U021209,2024-04-03,Mumbai,android,paid_google,35-44
U021210,2024-06-10,Pune,android,social,25-34
U021211,2024-01-06,Mumbai,ios,organic,35-44
U021212,2024-03-27,Bangalore,ios,referral,18-24
U021213,2024-03-01,Delhi,ios,social,18-24
U021214,2024-05-06,Chennai,web,paid_google,18-24
U021215,2024-04-11,Bangalore,android,referral,18-24
U021216,2024-04-19,Bangalore,ios,referral,25-34
U021217,2024-04-21,Pune,ios,organic,18-24
U021218,2024-01-12,Chennai,android,paid_google,25-34
U021219,2024-05-12,Jaipur,ios,organic,25-34
U021220,2024-06-26,Mumbai,android,email,25-34
U021221,2024-01-25,Bangalore,ios,email,25-34
U021222,2024-01-30,Hyderabad,android,social,25-34
U021223,2024-02-02,Bangalore,ios,organic,18-24
U021224,2024-04-19,Mumbai,ios,email,18-24
U021225,2024-01-05,Mumbai,web,organic,25-34
U021226,2024-01-11,Pune,android,email,25-34
U021227,2024-02-19,Bangalore,android,organic,25-34
U021228,2024-01-15,Hyderabad,android,organic,25-34
U021229,2024-05-13,Delhi,android,referral,18-24
U021230,2024-02-22,Mumbai,android,referral,25-34
U021231,2024-04-02,Mumbai,android,paid_google,35-44
U021232,2024-04-09,Bangalore,ios,social,18-24
U021233,2024-04-11,Delhi,ios,organic,25-34
U021234,2024-06-04,Pune,ios,organic,35-44
U021235,2024-01-23,Kolkata,android,social,18-24
U021236,2024-01-07,Hyderabad,android,paid_google,25-34
U021237,2024-04-08,Mumbai,android,organic,25-34
U021238,2024-02-09,Mumbai,android,paid_google,18-24
U021239,2024-06-24,Chennai,android,organic,25-34
U021240,2024-04-26,Mumbai,android,organic,25-34
U021241,2024-01-19,Hyderabad,android,referral,18-24
U021242,2024-03-23,Kolkata,ios,organic,45+
U021243,2024-02-24,Mumbai,ios,paid_google,35-44
U021244,2024-01-26,Bangalore,android,paid_google,18-24
U021245,2024-02-14,Kolkata,android,organic,25-34
U021246,2024-02-25,Mumbai,android,email,35-44
U021247,2024-03-06,Chennai,android,referral,25-34
U021248,2024-03-28,Chennai,ios,social,25-34
U021249,2024-04-01,Kolkata,web,paid_google,35-44
U021250,2024-01-14,Pune,ios,social,35-44
U021251,2024-04-20,Chennai,ios,paid_google,25-34
U021252,2024-05-10,Hyderabad,android,paid_google,25-34
U021253,2024-05-20,Mumbai,ios,organic,25-34
U021254,2024-02-16,Hyderabad,android,organic,18-24
U021255,2024-04-21,Mumbai,web,organic,18-24
U021256,2024-05-26,Bangalore,ios,organic,18-24
U021257,2024-01-28,Hyderabad,android,referral,45+
U021258,2024-05-04,Hyderabad,ios,organic,18-24
U021259,2024-06-09,Mumbai,android,organic,25-34
U021260,2024-05-04,Delhi,android,social,18-24
U021261,2024-04-18,Bangalore,ios,paid_google,25-34
U021262,2024-05-23,Mumbai,android,social,18-24
U021263,2024-06-13,Mumbai,android,social,25-34
U021264,2024-02-06,Mumbai,android,social,25-34
U021265,2024-06-08,Hyderabad,android,organic,25-34
U021266,2024-02-23,Bangalore,android,organic,25-34
U021267,2024-05-14,Mumbai,android,paid_google,25-34
U021268,2024-03-08,Kolkata,android,social,18-24
U021269,2024-03-15,Hyderabad,ios,email,18-24
U021270,2024-01-11,Bangalore,android,paid_google,25-34
U021271,2024-01-30,Bangalore,android,organic,35-44
U021272,2024-03-02,Chennai,android,organic,18-24
U021273,2024-03-18,Delhi,android,social,18-24
U021274,2024-05-21,Hyderabad,ios,organic,25-34
U021275,2024-01-02,Delhi,android,paid_google,35-44
U021276,2024-05-15,Delhi,ios,social,18-24
U021277,2024-04-24,Kolkata,ios,organic,25-34
U021278,2024-02-19,Bangalore,android,referral,35-44
U021279,2024-03-28,Mumbai,ios,organic,35-44
U021280,2024-03-17,Chennai,android,organic,25-34
U021281,2024-03-01,Jaipur,android,paid_google,45+
U021282,2024-05-02,Delhi,ios,organic,25-34
U021283,2024-06-19,Delhi,ios,email,35-44
U021284,2024-05-20,Pune,android,organic,18-24
U021285,2024-05-15,Bangalore,android,referral,35-44
U021286,2024-02-04,Pune,ios,email,25-34
U021287,2024-04-14,Hyderabad,android,email,18-24
U021288,2024-01-12,Bangalore,android,organic,18-24
U021289,2024-02-24,Delhi,android,referral,18-24
U021290,2024-02-29,Mumbai,android,paid_google,18-24
U021291,2024-06-14,Chennai,android,organic,35-44
U021292,2024-04-05,Mumbai,android,referral,18-24
U021293,2024-06-06,Hyderabad,android,email,25-34
U021294,2024-02-01,Mumbai,android,organic,25-34
U021295,2024-01-14,Bangalore,ios,organic,35-44
U021296,2024-01-27,Delhi,ios,organic,35-44
U021297,2024-06-19,Bangalore,android,organic,18-24
U021298,2024-04-04,Hyderabad,android,organic,18-24
U021299,2024-04-25,Bangalore,ios,paid_google,18-24
U021300,2024-06-25,Mumbai,android,organic,25-34
U021301,2024-06-26,Mumbai,android,organic,25-34
U021302,2024-01-05,Mumbai,android,paid_google,35-44
U021303,2024-06-04,Chennai,ios,paid_google,25-34
U021304,2024-01-13,Chennai,android,referral,35-44
U021305,2024-05-09,Bangalore,android,social,35-44
U021306,2024-04-04,Mumbai,ios,paid_google,25-34
U021307,2024-05-24,Hyderabad,ios,social,25-34
U021308,2024-05-28,Bangalore,android,organic,25-34
U021309,2024-06-30,Hyderabad,android,organic,25-34
U021310,2024-01-17,Mumbai,android,paid_google,18-24
U021311,2024-03-15,Chennai,web,email,35-44
U021312,2024-03-14,Mumbai,ios,paid_google,45+
U021313,2024-05-26,Mumbai,web,paid_google,18-24
U021314,2024-02-16,Delhi,web,organic,18-24
U021315,2024-01-05,Pune,android,email,18-24
U021316,2024-04-25,Hyderabad,android,paid_google,25-34
U021317,2024-03-06,Mumbai,android,organic,45+
U021318,2024-05-29,Pune,android,paid_google,18-24
U021319,2024-02-12,Hyderabad,web,referral,35-44
U021320,2024-04-13,Bangalore,android,organic,18-24
U021321,2024-06-02,Jaipur,android,organic,45+
U021322,2024-06-29,Mumbai,android,email,25-34
U021323,2024-05-26,Delhi,android,paid_google,35-44
U021324,2024-06-08,Chennai,android,referral,25-34
U021325,2024-06-09,Chennai,ios,paid_google,25-34
U021326,2024-04-17,Delhi,android,organic,25-34
U021327,2024-06-08,Chennai,android,social,25-34
U021328,2024-05-26,Chennai,android,paid_google,25-34
U021329,2024-04-06,Kolkata,ios,paid_google,18-24
U021330,2024-06-17,Delhi,ios,paid_google,18-24
U021331,2024-03-16,Hyderabad,ios,organic,35-44
U021332,2024-05-21,Delhi,ios,social,18-24
U021333,2024-06-13,Mumbai,ios,social,25-34
U021334,2024-06-03,Mumbai,android,organic,18-24
U021335,2024-06-02,Bangalore,ios,social,25-34
U021336,2024-06-22,Delhi,ios,email,35-44
U021337,2024-06-22,Mumbai,ios,organic,35-44
U021338,2024-04-26,Delhi,ios,referral,18-24
U021339,2024-01-23,Bangalore,android,referral,18-24
U021340,2024-05-13,Mumbai,android,paid_google,35-44
U021341,2024-03-16,Bangalore,android,organic,18-24
U021342,2024-02-07,Bangalore,ios,organic,18-24
U021343,2024-05-17,Mumbai,android,email,18-24
U021344,2024-04-03,Delhi,android,paid_google,18-24
U021345,2024-05-28,Chennai,android,referral,35-44
U021346,2024-04-08,Hyderabad,web,paid_google,18-24
U021347,2024-06-12,Delhi,android,paid_google,18-24
U021348,2024-05-25,Jaipur,android,organic,35-44
U021349,2024-03-04,Hyderabad,android,organic,25-34
U021350,2024-02-07,Delhi,android,paid_google,25-34
U021351,2024-03-25,Pune,android,paid_google,18-24
U021352,2024-05-24,Pune,ios,organic,25-34
U021353,2024-01-27,Bangalore,ios,referral,25-34
U021354,2024-03-16,Pune,ios,organic,25-34
U021355,2024-01-06,Delhi,android,paid_google,35-44
U021356,2024-05-08,Kolkata,android,paid_google,35-44
U021357,2024-03-20,Delhi,android,paid_google,35-44
U021358,2024-05-25,Hyderabad,ios,referral,18-24
U021359,2024-06-07,Mumbai,android,referral,18-24
U021360,2024-02-19,Delhi,android,email,25-34
U021361,2024-02-14,Kolkata,android,email,18-24
U021362,2024-02-18,Delhi,android,email,18-24
U021363,2024-01-28,Pune,ios,paid_google,45+
U021364,2024-02-17,Mumbai,android,paid_google,25-34
U021365,2024-02-27,Chennai,android,paid_google,25-34
U021366,2024-03-16,Mumbai,android,organic,45+
U021367,2024-02-06,Bangalore,ios,paid_google,45+
U021368,2024-04-20,Chennai,android,referral,18-24
U021369,2024-04-13,Bangalore,ios,referral,25-34
U021370,2024-05-24,Mumbai,android,organic,25-34
U021371,2024-05-23,Mumbai,ios,social,35-44
U021372,2024-01-15,Delhi,ios,organic,25-34
U021373,2024-04-14,Pune,android,referral,18-24
U021374,2024-06-08,Hyderabad,ios,social,35-44
U021375,2024-06-28,Bangalore,android,paid_google,25-34
U021376,2024-01-06,Mumbai,android,organic,25-34
U021377,2024-05-22,Bangalore,ios,organic,45+
U021378,2024-05-01,Hyderabad,android,email,18-24
U021379,2024-02-09,Delhi,android,organic,18-24
U021380,2024-04-11,Mumbai,android,paid_google,25-34
U021381,2024-06-12,Mumbai,android,social,35-44
U021382,2024-01-31,Hyderabad,ios,referral,18-24
U021383,2024-04-27,Hyderabad,ios,organic,35-44
U021384,2024-04-16,Mumbai,android,referral,18-24
U021385,2024-01-08,Delhi,ios,social,25-34
U021386,2024-06-13,Delhi,ios,social,25-34
U021387,2024-04-23,Delhi,android,social,25-34
U021388,2024-02-14,Bangalore,android,referral,35-44
U021389,2024-02-25,Delhi,android,referral,18-24
U021390,2024-03-20,Bangalore,ios,paid_google,25-34
U021391,2024-05-23,Hyderabad,android,organic,35-44
U021392,2024-02-28,Pune,ios,paid_google,25-34
U021393,2024-05-13,Mumbai,web,organic,18-24
U021394,2024-06-04,Delhi,ios,social,18-24
U021395,2024-02-26,Delhi,ios,email,35-44
U021396,2024-03-24,Mumbai,android,referral,25-34
U021397,2024-06-20,Hyderabad,web,referral,35-44
U021398,2024-06-18,Hyderabad,web,paid_google,25-34
U021399,2024-06-03,Delhi,ios,paid_google,18-24
U021400,2024-04-02,Delhi,ios,social,35-44
U021401,2024-06-15,Bangalore,ios,organic,18-24
U021402,2024-03-03,Delhi,web,social,18-24
U021403,2024-05-13,Chennai,ios,referral,18-24
U021404,2024-02-05,Delhi,android,organic,45+
U021405,2024-06-17,Chennai,android,referral,25-34
U021406,2024-05-23,Delhi,ios,social,18-24
U021407,2024-01-05,Chennai,android,organic,18-24
U021408,2024-03-13,Hyderabad,ios,organic,18-24
U021409,2024-01-01,Mumbai,android,organic,45+
U021410,2024-03-29,Mumbai,ios,organic,35-44
U021411,2024-04-14,Hyderabad,android,referral,18-24
U021412,2024-06-18,Delhi,android,organic,35-44
U021413,2024-01-31,Pune,ios,organic,25-34
U021414,2024-02-06,Bangalore,ios,referral,25-34
U021415,2024-06-26,Chennai,ios,referral,18-24
U021416,2024-05-24,Bangalore,android,paid_google,25-34
U021417,2024-06-05,Bangalore,ios,referral,25-34
U021418,2024-04-21,Bangalore,ios,referral,25-34
U021419,2024-03-28,Mumbai,ios,referral,35-44
U021420,2024-01-08,Chennai,web,email,18-24
U021421,2024-05-20,Pune,ios,organic,18-24
U021422,2024-02-07,Pune,ios,referral,25-34
U021423,2024-04-13,Delhi,android,organic,25-34
U021424,2024-05-31,Chennai,android,social,25-34
U021425,2024-04-01,Delhi,ios,social,25-34
U021426,2024-05-19,Delhi,ios,email,25-34
U021427,2024-06-22,Mumbai,android,organic,25-34
U021428,2024-02-07,Mumbai,android,social,18-24
U021429,2024-04-21,Chennai,android,organic,25-34
U021430,2024-06-18,Chennai,android,email,18-24
U021431,2024-03-09,Delhi,ios,social,35-44
U021432,2024-01-24,Mumbai,android,referral,25-34
U021433,2024-05-20,Mumbai,android,organic,45+
U021434,2024-04-07,Bangalore,ios,organic,25-34
U021435,2024-05-26,Bangalore,android,social,18-24
U021436,2024-04-06,Hyderabad,android,email,25-34
U021437,2024-03-29,Kolkata,android,paid_google,45+
U021438,2024-04-14,Bangalore,web,paid_google,18-24
U021439,2024-06-10,Hyderabad,android,paid_google,25-34
U021440,2024-01-19,Kolkata,ios,organic,18-24
U021441,2024-02-25,Bangalore,web,referral,18-24
U021442,2024-01-04,Mumbai,ios,paid_google,18-24
U021443,2024-05-23,Mumbai,android,paid_google,35-44
U021444,2024-05-03,Chennai,ios,referral,25-34
U021445,2024-04-19,Chennai,android,organic,25-34
U021446,2024-01-26,Chennai,ios,paid_google,25-34
U021447,2024-06-21,Chennai,android,organic,18-24
U021448,2024-06-24,Kolkata,android,referral,18-24
U021449,2024-02-07,Chennai,ios,organic,25-34
U021450,2024-02-18,Pune,web,paid_google,18-24
U021451,2024-05-15,Bangalore,android,organic,25-34
U021452,2024-03-21,Hyderabad,android,organic,18-24
U021453,2024-05-26,Jaipur,ios,social,25-34
U021454,2024-03-27,Pune,ios,paid_google,18-24
U021455,2024-01-31,Chennai,android,email,25-34
U021456,2024-03-05,Hyderabad,android,organic,18-24
U021457,2024-02-19,Mumbai,android,organic,18-24
U021458,2024-03-09,Bangalore,android,social,45+
U021459,2024-04-12,Delhi,android,organic,18-24
